action,guest,id,subject,system,time
swiped in,True,112097347848,Clyde MAILLARD,swipe system,2019-04-17 09:19:32.659425
swiped in,False,112094579120,Idabelle HOCHHEISER,swipe system,2019-04-17 09:20:00.734200
swiped in,False,112094311760,Lavina DEMOYA,swipe system,2019-04-17 09:25:48.310865
swiped in,False,112096194744,Lydell TAKAHARA,swipe system,2019-04-17 09:26:46.805713
swiped in,False,4462834016,Nealie VILLALUNA,swipe system,2019-04-17 09:27:24.898459
swiped in,False,112069196992,Cherelle HENZIE,swipe system,2019-04-17 09:29:09.347903
swiped in,False,112094097480,Edie BESHIRS,swipe system,2019-04-17 09:29:06.946158
swiped in,False,112094243472,Valentino CUZZONE,swipe system,2019-04-17 09:29:43.813678
swiped in,False,112094578784,Ama ROUBIQUE,swipe system,2019-04-17 09:32:46.132515
swiped in,False,112094170472,Osborn STEINBACHER,swipe system,2019-04-17 09:32:31.433211
swiped in,False,112083405400,Kelton KRECKMAN,swipe system,2019-04-17 09:33:34.216402
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-04-17 09:35:47.040489
swiped in,False,112096063048,Maye LATA,swipe system,2019-04-17 09:36:47.183905
swiped in,False,112094857312,Crawford TRUCKE,swipe system,2019-04-17 09:38:13.111042
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-04-17 09:38:29.284552
swiped in,False,112069194192,Luciana CANTELLO,swipe system,2019-04-17 09:39:10.679380
swiped in,False,112094783360,Bernard HOANG,swipe system,2019-04-17 09:39:52.690728
swiped in,False,112069076528,Judy MAUN,swipe system,2019-04-17 09:40:03.972490
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-04-17 09:40:48.029094
swiped in,False,112096062768,Greta GOLDSTON,swipe system,2019-04-17 09:41:01.523361
swiped in,False,112094856304,Willene ARNELL,swipe system,2019-04-17 09:43:21.818253
swiped in,False,112098246496,Rigoberto RAEBER,swipe system,2019-04-17 09:45:31.413200
swiped in,False,112094244144,Conner HEISSE,swipe system,2019-04-17 09:46:54.774009
swiped in,False,112071119424,Ardelle WONDERS,swipe system,2019-04-17 09:47:17.111520
swiped in,False,112097604216,Leaner MEAR,swipe system,2019-04-17 09:49:06.783327
swiped in,False,112096592560,Samara TAMANG,swipe system,2019-04-17 09:49:33.880496
swiped in,False,112084325432,Rose IRELAN,swipe system,2019-04-17 09:49:50.070061
swiped in,False,112094243360,Star CHASON,swipe system,2019-04-17 09:50:51.673386
swiped in,True,112097218344,Ewart DORNINK,swipe system,2019-04-17 09:50:19.318415
swiped in,False,112076982928,Onie GHADIMI,swipe system,2019-04-17 09:53:17.235522
swiped in,False,112094514144,Solomon JOHANNESEN,swipe system,2019-04-17 09:54:14.724425
swiped in,False,112094098040,Lia PANN,swipe system,2019-04-17 09:54:25.500879
swiped in,False,112083406744,Lavelle FEATHERS,swipe system,2019-04-17 09:58:14.201360
swiped in,True,112074713128,Sammy URETA,swipe system,2019-04-17 09:58:40.493556
swiped in,False,112094384312,Janice STEENSEN,swipe system,2019-04-17 09:59:30.414170
swiped in,False,112097919104,Joleen GIASSON,swipe system,2019-04-17 10:01:57.821489
swiped in,False,112083467064,Shalonda SZELES,swipe system,2019-04-17 10:04:06.386533
swiped in,False,112094243808,Americo DEARMAN,swipe system,2019-04-17 10:09:17.327528
swiped in,True,112088430352,Honora FELT,swipe system,2019-04-17 10:10:40.050179
swiped in,False,112083466840,Theodosia SZOPINSKI,swipe system,2019-04-17 10:11:40.223683
swiped in,False,112083464376,Parrish JANOWICZ,swipe system,2019-04-17 10:13:51.757580
swiped in,False,112094782968,Kaia ENICK,swipe system,2019-04-17 10:16:03.459849
swiped in,True,112068293464,Elenore OGAWA,swipe system,2019-04-17 10:16:18.501560
swiped in,False,112094785376,Crissy CHEPLICK,swipe system,2019-04-17 10:18:28.743262
swiped in,False,112084327560,Kennth DORFLER,swipe system,2019-04-17 10:20:41.284856
swiped in,False,112094170024,Phoenix SORVARI,swipe system,2019-04-17 10:21:09.195230
swiped in,False,112096594296,Elta CABANAYAN,swipe system,2019-04-17 10:25:00.815762
swiped in,False,112069076752,Dandre CHILDERS,swipe system,2019-04-17 10:27:29.335342
swiped in,True,112096594632,Franklin RAINSFORD,swipe system,2019-04-17 10:29:46.713111
swiped in,False,112097853112,Owen KOMADINA,swipe system,2019-04-17 10:32:51.335692
swiped in,False,112097534248,Ura VILCHECK,swipe system,2019-04-17 10:38:41.168715
swiped in,False,112097603656,Worley DAMBERG,swipe system,2019-04-17 10:55:15.717870
swiped in,True,112068354736,Jeana MANNELLO,swipe system,2019-04-17 10:58:33.956693
swiped in,False,112097921344,Kole ERHART,swipe system,2019-04-17 11:02:30.567847
swiped in,True,112085544016,Annmarie BEINEKE,swipe system,2019-04-17 11:04:30.077095
swiped in,True,112078740896,Rhoda JOSSI,swipe system,2019-04-17 11:10:01.594273
swiped in,False,112096140032,Triston KUPIEC,swipe system,2019-04-17 11:17:30.119668
swiped in,False,112096593064,Keon ESTRADO,swipe system,2019-04-17 11:19:30.340588
swiped in,True,112068674952,Sister PARKIN,swipe system,2019-04-17 11:30:50.533735
swiped in,True,112068547136,Leonard HEART,swipe system,2019-04-17 11:34:51.302976
swiped in,False,112084325432,Rose IRELAN,swipe system,2019-04-17 11:36:06.358467
swiped in,False,112094578784,Ama ROUBIQUE,swipe system,2019-04-17 11:41:24.892669
swiped in,True,112068040632,Arlington CLOONAN,swipe system,2019-04-17 11:41:56.173733
swiped in,False,112094384312,Janice STEENSEN,swipe system,2019-04-17 11:46:02.524908
swiped in,False,112094098040,Lia PANN,swipe system,2019-04-17 11:50:16.592887
swiped in,False,112094244144,Conner HEISSE,swipe system,2019-04-17 11:52:41.964358
swiped in,True,112073708376,Bryton STRICKLER,swipe system,2019-04-17 11:59:43.798653
swiped in,False,112094311760,Lavina DEMOYA,swipe system,2019-04-17 12:00:28.858046
swiped in,False,112097919104,Joleen GIASSON,swipe system,2019-04-17 12:02:53.343726
swiped in,False,112096062432,Tomeka MCQUAIG,swipe system,2019-04-17 12:10:29.285666
swiped in,False,112094168288,Beadie PENALBER,swipe system,2019-04-17 12:10:55.734699
swiped in,False,112097603656,Worley DAMBERG,swipe system,2019-04-17 12:14:01.912790
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-04-17 12:15:06.385854
swiped in,False,112069142064,Hazel DEFORE,swipe system,2019-04-17 12:16:32.628218
swiped in,False,112096528144,Grecia STIFEL,swipe system,2019-04-17 12:19:07.915679
swiped in,False,112071119424,Ardelle WONDERS,swipe system,2019-04-17 12:21:53.072915
swiped in,False,112098246496,Rigoberto RAEBER,swipe system,2019-04-17 12:22:28.729064
swiped in,False,112083466840,Theodosia SZOPINSKI,swipe system,2019-04-17 12:32:49.703903
swiped in,False,112094097480,Edie BESHIRS,swipe system,2019-04-17 12:34:08.495825
swiped in,True,112067791168,Jameel PERLE,swipe system,2019-04-17 12:36:07.867629
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-04-17 12:36:41.807577
swiped in,False,112069197664,Burr LEHECKA,swipe system,2019-04-17 12:37:58.008495
swiped in,False,112094579792,Cheri ALEKNA,swipe system,2019-04-17 12:39:05.237302
swiped in,True,112094387952,Manson CASALI,swipe system,2019-04-17 12:40:22.052012
swiped in,False,112096592560,Samara TAMANG,swipe system,2019-04-17 12:40:36.278004
swiped in,True,112097084752,Forest ROVENSTINE,swipe system,2019-04-17 12:48:20.740923
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-04-17 12:48:22.004630
swiped in,False,112094243808,Americo DEARMAN,swipe system,2019-04-17 12:49:45.697932
swiped in,False,112094578784,Ama ROUBIQUE,swipe system,2019-04-17 12:51:34.537867
swiped in,False,112067599440,Alys MCMURTREY,swipe system,2019-04-17 12:52:17.922283
swiped in,False,112094243248,Felecia BERNSHAUSEN,swipe system,2019-04-17 12:52:20.616152
swiped in,False,112094578560,Gilman GARVIE,swipe system,2019-04-17 12:57:11.344023
swiped in,False,112096063048,Maye LATA,swipe system,2019-04-17 12:58:11.577335
swiped in,False,112096138464,Maxwell TIBBETTS,swipe system,2019-04-17 13:01:01.181698
swiped in,False,112096528704,Eura GREBEL,swipe system,2019-04-17 13:01:57.407021
swiped in,False,112094167280,Margarete DUSHANE,swipe system,2019-04-17 13:04:30.667842
swiped in,False,112069194192,Luciana CANTELLO,swipe system,2019-04-17 13:07:51.785820
swiped in,False,112094098040,Lia PANN,swipe system,2019-04-17 13:08:24.226357
swiped in,False,112094579120,Idabelle HOCHHEISER,swipe system,2019-04-17 13:10:34.748316
swiped in,False,112094099272,Arietta LESHANE,swipe system,2019-04-17 13:10:56.747387
swiped in,False,112097604216,Leaner MEAR,swipe system,2019-04-17 13:13:23.981797
swiped in,True,112068234040,Elder FALLETTI,swipe system,2019-04-17 13:17:34.394641
swiped in,False,112096593064,Keon ESTRADO,swipe system,2019-04-17 13:17:39.756919
swiped in,True,112094386720,Jalissa BORTOLOTTI,swipe system,2019-04-17 13:18:22.902294
swiped in,True,112067918872,Mora REQUENA,swipe system,2019-04-17 13:19:07.727990
swiped in,True,112068166040,Lily MILBACH,swipe system,2019-04-17 13:19:22.630659
swiped in,False,112069078768,Sherman MCCELLAND,swipe system,2019-04-17 13:22:37.917672
swiped in,False,112094579344,Julian BROOMS,swipe system,2019-04-17 13:26:31.898239
swiped in,True,112086956184,Kiya CARVELL,swipe system,2019-04-17 13:28:40.156209
swiped in,False,112094242856,Miracle YAKSICH,swipe system,2019-04-17 13:30:36.039246
swiped in,False,112097535984,Terell SUROWIEC,swipe system,2019-04-17 13:31:09.546071
swiped in,False,112094244144,Conner HEISSE,swipe system,2019-04-17 13:31:47.496907
swiped in,True,112094722368,Ansel MARCELLI,swipe system,2019-04-17 13:33:00.464488
swiped in,False,112094100000,Andres RASNER,swipe system,2019-04-17 13:34:28.041896
swiped in,False,112096062096,Katelynn MIKOLICH,swipe system,2019-04-17 13:39:05.303859
swiped in,False,112096594296,Elta CABANAYAN,swipe system,2019-04-17 13:39:49.767982
swiped in,True,112088431528,Sarita WARTELLE,swipe system,2019-04-17 13:42:16.945374
swiped in,False,112094168288,Beadie PENALBER,swipe system,2019-04-17 13:43:57.318503
swiped in,False,112071122784,Falon DUELLO,swipe system,2019-04-17 13:44:20.957572
swiped in,False,112094856304,Willene ARNELL,swipe system,2019-04-17 13:46:52.904934
swiped in,False,112076922720,Lizeth KAPLOW,swipe system,2019-04-17 13:48:58.797566
swiped in,False,112094514144,Solomon JOHANNESEN,swipe system,2019-04-17 13:49:02.183485
swiped in,False,112094098936,Corbett KRZYCKI,swipe system,2019-04-17 13:51:29.448340
swiped in,False,112084327560,Kennth DORFLER,swipe system,2019-04-17 13:52:16.700263
swiped in,False,112096529152,Ryker POLACK,swipe system,2019-04-17 13:53:40.640855
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-04-17 13:56:06.282317
swiped in,False,112083464376,Parrish JANOWICZ,swipe system,2019-04-17 13:59:37.533609
swiped in,False,112096194744,Lydell TAKAHARA,swipe system,2019-04-17 14:03:11.911192
swiped in,True,112068615920,Carleton CURATO,swipe system,2019-04-17 14:10:18.689305
swiped in,False,112094170472,Osborn STEINBACHER,swipe system,2019-04-17 14:10:09.690581
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-04-17 14:14:14.539105
swiped in,True,112072357368,Litha KOLLIAS,swipe system,2019-04-17 14:14:21.805971
swiped in,False,112076922048,Author SCHMEISER,swipe system,2019-04-17 14:14:47.603211
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-04-17 14:19:16.495337
swiped in,False,112083466952,Beadie SOMICH,swipe system,2019-04-17 14:29:05.317305
swiped in,True,112068614352,Maryam HORSLEY,swipe system,2019-04-17 14:32:07.817191
swiped in,True,112097155840,Alberto SCHAPP,swipe system,2019-04-17 14:39:47.810232
swiped in,False,112098246328,Shawanda COGMAN,swipe system,2019-04-17 14:40:26.335585
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-04-17 14:48:11.797701
swiped in,False,112084327560,Kennth DORFLER,swipe system,2019-04-17 15:03:47.357554
swiped in,False,112097534248,Ura VILCHECK,swipe system,2019-04-17 15:13:06.772806
swiped in,True,112095456616,Cecilia SAULA,swipe system,2019-04-17 15:25:24.439914
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-04-17 15:30:54.836799
swiped in,True,112088554856,Candy CISON,swipe system,2019-04-17 15:32:50.634314
swiped in,False,112097920112,Nicolette GLASBRENNER,swipe system,2019-04-17 15:33:20.470252
swiped in,False,112096062768,Greta GOLDSTON,swipe system,2019-04-17 15:34:32.889448
swiped in,False,112083405400,Kelton KRECKMAN,swipe system,2019-04-17 15:50:48.884435
swiped in,False,112097853112,Owen KOMADINA,swipe system,2019-04-17 15:58:37.690682
swiped in,False,112094241736,Chalmers LUKAS,swipe system,2019-04-17 16:00:40.335336
swiped in,True,112095456056,Nicolle KIELBASA,swipe system,2019-04-17 16:02:08.487539
swiped in,True,112087387160,Lamar CORDONE,swipe system,2019-04-17 16:08:48.467645
swiped in,False,112096593064,Keon ESTRADO,swipe system,2019-04-17 16:26:09.288055
swiped in,False,112097852720,Janna WAMBLES,swipe system,2019-04-17 16:27:00.351146
swiped in,False,112083406744,Lavelle FEATHERS,swipe system,2019-04-17 16:27:47.297590
swiped in,False,112096062096,Katelynn MIKOLICH,swipe system,2019-04-17 16:33:00.807725
swiped in,False,112094856304,Willene ARNELL,swipe system,2019-04-17 16:35:40.170837
swiped in,False,112083466840,Theodosia SZOPINSKI,swipe system,2019-04-17 16:39:38.860407
swiped in,False,112083467064,Shalonda SZELES,swipe system,2019-04-17 16:40:57.772387
swiped in,True,112095171304,Victorine HAMMING,swipe system,2019-04-17 16:44:57.600832
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-04-17 16:46:27.528411
swiped in,False,112094244032,Hailey COZZOLINO,swipe system,2019-04-17 16:52:55.264968
swiped in,True,112068548256,Ronny DOERFER,swipe system,2019-04-17 16:54:42.605907
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-04-17 16:55:57.464086
swiped in,True,112093404464,Sable ANKNER,swipe system,2019-04-17 17:00:23.029757
swiped in,False,112094785376,Crissy CHEPLICK,swipe system,2019-04-17 17:03:19.561119
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-04-17 17:05:01.944628
swiped in,True,112097026960,Beyonce FLORENCIO,swipe system,2019-04-17 17:15:30.788648
swiped in,True,112093338592,Amiah PETRUCCELLI,swipe system,2019-04-17 17:18:19.634138
swiped in,False,112094099272,Arietta LESHANE,swipe system,2019-04-17 17:28:09.073522
swiped in,False,112097603656,Worley DAMBERG,swipe system,2019-04-17 17:38:51.468526
swiped in,False,112094170024,Phoenix SORVARI,swipe system,2019-04-17 17:44:57.774709
swiped in,False,112094098040,Lia PANN,swipe system,2019-04-17 17:50:40.291584
swiped in,False,112069194192,Luciana CANTELLO,swipe system,2019-04-17 18:00:15.451967
swiped in,True,112093583792,Loren UHLE,swipe system,2019-04-17 18:10:15.597284
swiped in,True,112070161240,Jacquez PROSSER,swipe system,2019-04-17 18:21:44.818781
swiped in,True,112093096032,Bama NANNIE,swipe system,2019-04-17 18:31:25.490263
swiped in,True,112069757864,Brett FURNESS,swipe system,2019-04-17 18:56:42.421515
swiped in,True,112093209600,Johathan KRALLMAN,swipe system,2019-04-17 18:59:21.081063
swiped in,True,112093150960,Fritz SCHESSLER,swipe system,2019-04-17 19:01:14.121297
swiped in,True,112069513288,Venie MOTTELER,swipe system,2019-04-17 19:16:38.604892
swiped in,True,112069686776,Fanny HESSELTINE,swipe system,2019-04-17 19:19:53.399613
swiped in,True,112093096368,Caren ZURASKI,swipe system,2019-04-17 19:22:20.587497
swiped in,True,112069985224,Adrienne SCHLEI,swipe system,2019-04-17 19:32:11.624537
swiped in,True,112069757192,Talmage KALMON,swipe system,2019-04-17 19:57:20.419182
swiped in,True,112069630720,Koby STRIBLEY,swipe system,2019-04-17 20:00:37.645753
swiped in,True,112093401776,Russel BAKIES,swipe system,2019-04-17 20:58:32.576548
swiped in,False,112094169856,Ethelyn OLIVERE,swipe system,2019-04-18 06:21:02.051746
swiped in,False,112094314168,Kirsten DILIBERTO,swipe system,2019-04-18 06:34:05.928424
swiped in,False,112096528704,Eura GREBEL,swipe system,2019-04-18 06:41:59.421573
swiped in,False,112094313776,Devin DIXIT,swipe system,2019-04-18 06:43:47.842414
swiped in,False,112094312152,Zina AZEREDO,swipe system,2019-04-18 06:44:30.007028
swiped in,False,112094314280,Tamika SLOTT,swipe system,2019-04-18 07:12:28.605524
swiped in,False,4462772912,Cecily HULLA,swipe system,2019-04-18 07:17:11.011434
swiped in,False,112096529152,Ryker POLACK,swipe system,2019-04-18 07:18:52.183366
swiped in,False,112094313160,Erasmo BOSMANS,swipe system,2019-04-18 07:25:15.721191
swiped in,False,112084325432,Rose IRELAN,swipe system,2019-04-18 07:26:17.082433
swiped in,False,112096062432,Tomeka MCQUAIG,swipe system,2019-04-18 07:31:30.315811
swiped in,False,112098246328,Shawanda COGMAN,swipe system,2019-04-18 07:42:47.235058
swiped in,False,112096464120,Hakeem FALIN,swipe system,2019-04-18 07:44:02.078113
swiped in,False,112096061424,Marlee HORNEDO,swipe system,2019-04-18 07:51:51.430338
swiped in,False,112076983376,Halley LONGARDNER,swipe system,2019-04-18 07:51:47.965981
swiped in,False,112097853112,Owen KOMADINA,swipe system,2019-04-18 07:56:42.109005
swiped in,False,112096061256,Jere KASICA,swipe system,2019-04-18 07:59:19.382745
swiped in,True,112070935888,Derrick PILTZ,swipe system,2019-04-18 08:01:19.399310
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-04-18 08:04:38.404323
swiped in,False,112094312152,Zina AZEREDO,swipe system,2019-04-18 08:04:34.327162
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-04-18 08:11:26.159880
swiped in,False,112094098936,Corbett KRZYCKI,swipe system,2019-04-18 08:12:44.443322
swiped in,False,112094240840,Franklyn GONZALEZPEREZ,swipe system,2019-04-18 08:14:05.725794
swiped in,False,112094100000,Andres RASNER,swipe system,2019-04-18 08:16:16.402752
swiped in,False,112097534248,Ura VILCHECK,swipe system,2019-04-18 08:17:31.616098
swiped in,False,112096592112,Katerina BURDESHAW,swipe system,2019-04-18 08:22:45.882985
swiped in,False,112097604216,Leaner MEAR,swipe system,2019-04-18 08:23:08.836134
swiped in,False,112096528480,Irven DARNES,swipe system,2019-04-18 08:25:45.668580
swiped in,False,112094242856,Miracle YAKSICH,swipe system,2019-04-18 08:25:58.670752
swiped in,False,112097921344,Kole ERHART,swipe system,2019-04-18 08:34:25.032425
swiped in,False,112096194744,Lydell TAKAHARA,swipe system,2019-04-18 08:34:17.301637
swiped in,False,112077046000,Brain WARAICH,swipe system,2019-04-18 08:37:40.213783
swiped in,False,112084324704,Algie PIEKUT,swipe system,2019-04-18 08:40:09.155918
swiped in,False,112076983152,Thaddeus STABLES,swipe system,2019-04-18 08:40:14.464350
swiped in,False,112094243360,Star CHASON,swipe system,2019-04-18 08:40:39.031337
swiped in,False,112097603656,Worley DAMBERG,swipe system,2019-04-18 08:40:41.644929
swiped in,False,112096526464,Savanna SHURTER,swipe system,2019-04-18 08:40:25.011999
swiped in,False,112094098040,Lia PANN,swipe system,2019-04-18 08:41:14.550178
swiped in,True,112071003440,Harrison CORBIN,swipe system,2019-04-18 08:41:45.818654
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-04-18 08:45:31.523673
swiped in,False,112094783360,Bernard HOANG,swipe system,2019-04-18 08:45:40.957980
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-04-18 08:46:15.878321
swiped in,False,112097919104,Joleen GIASSON,swipe system,2019-04-18 08:46:57.951872
swiped in,False,112084326832,Dereck YOCHIM,swipe system,2019-04-18 08:47:23.080795
swiped in,False,112096529600,Tyron LETA,swipe system,2019-04-18 08:48:22.848617
swiped in,False,112094514312,Chasity SHUTAK,swipe system,2019-04-18 08:49:25.677394
swiped in,False,112096062656,Ebert BOISSY,swipe system,2019-04-18 08:53:38.573029
swiped in,False,112069076752,Dandre CHILDERS,swipe system,2019-04-18 08:54:16.263077
swiped in,False,112071119424,Ardelle WONDERS,swipe system,2019-04-18 08:54:42.799544
swiped in,False,112094579344,Julian BROOMS,swipe system,2019-04-18 08:55:30.546493
swiped in,False,112076982928,Onie GHADIMI,swipe system,2019-04-18 08:55:32.704867
swiped in,False,112076984048,Cleveland MARTINAK,swipe system,2019-04-18 08:56:59.960705
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-04-18 08:57:12.741411
swiped in,False,112094578560,Gilman GARVIE,swipe system,2019-04-18 09:03:35.431257
swiped in,True,112094513304,Kasie TARULLO,swipe system,2019-04-18 09:03:35.754731
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-04-18 09:04:52.843649
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-04-18 09:08:57.487889
swiped in,False,112083405400,Kelton KRECKMAN,swipe system,2019-04-18 09:09:52.608073
swiped in,False,112094858600,Leonor KLOMP,swipe system,2019-04-18 09:10:47.919888
swiped in,True,112069010320,Agusta ABUNDO,swipe system,2019-04-18 09:11:20.670951
swiped in,False,112094783696,Tyson SHARA,swipe system,2019-04-18 09:12:06.119375
swiped in,False,112096062096,Katelynn MIKOLICH,swipe system,2019-04-18 09:12:28.299242
swiped in,False,112097920112,Nicolette GLASBRENNER,swipe system,2019-04-18 09:14:43.444820
swiped in,False,112094514144,Solomon JOHANNESEN,swipe system,2019-04-18 09:14:54.853522
swiped in,False,112097535984,Terell SUROWIEC,swipe system,2019-04-18 09:14:58.489578
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-04-18 09:15:02.330735
swiped in,False,112096528144,Grecia STIFEL,swipe system,2019-04-18 09:17:05.783177
swiped in,False,112096528592,Zillah AMADOR,swipe system,2019-04-18 09:17:56.890888
swiped in,False,112096063048,Maye LATA,swipe system,2019-04-18 09:18:38.812682
swiped in,False,112096140032,Triston KUPIEC,swipe system,2019-04-18 09:19:20.216888
swiped in,True,112075016960,Garold ALMOS,swipe system,2019-04-18 09:20:01.207584
swiped in,False,112094240840,Franklyn GONZALEZPEREZ,swipe system,2019-04-18 09:23:41.099096
swiped in,False,112069142064,Hazel DEFORE,swipe system,2019-04-18 09:26:07.269884
swiped in,False,112096062768,Greta GOLDSTON,swipe system,2019-04-18 09:26:00.947556
swiped in,False,112094578784,Ama ROUBIQUE,swipe system,2019-04-18 09:27:19.967482
swiped in,False,112084327560,Kennth DORFLER,swipe system,2019-04-18 09:28:10.747301
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-04-18 09:30:13.114058
swiped in,False,112094242744,Randal PETLEY,swipe system,2019-04-18 09:30:34.655644
swiped in,False,112069078992,John RIBLET,swipe system,2019-04-18 09:31:47.204076
swiped in,False,112094579792,Cheri ALEKNA,swipe system,2019-04-18 09:32:34.460512
swiped in,True,112097346280,Dorinda GIANNASCOLI,swipe system,2019-04-18 09:34:25.831648
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-04-18 09:37:10.925147
swiped in,False,112094857312,Crawford TRUCKE,swipe system,2019-04-18 09:39:18.624933
swiped in,False,112094097480,Edie BESHIRS,swipe system,2019-04-18 09:41:52.643507
swiped in,False,112098246496,Rigoberto RAEBER,swipe system,2019-04-18 09:43:19.052679
swiped in,False,112094099272,Arietta LESHANE,swipe system,2019-04-18 09:45:12.784436
swiped in,False,112094782968,Kaia ENICK,swipe system,2019-04-18 09:44:46.327959
swiped in,False,112096138464,Maxwell TIBBETTS,swipe system,2019-04-18 09:46:27.858733
swiped in,False,112069076528,Judy MAUN,swipe system,2019-04-18 09:49:31.998532
swiped in,False,112094243248,Felecia BERNSHAUSEN,swipe system,2019-04-18 09:51:50.355183
swiped in,False,112094098600,Bryce SARDO,swipe system,2019-04-18 09:52:10.110589
swiped in,False,112094579120,Idabelle HOCHHEISER,swipe system,2019-04-18 09:52:46.100211
swiped in,False,112094311760,Lavina DEMOYA,swipe system,2019-04-18 09:52:41.383804
swiped in,False,112094243472,Valentino CUZZONE,swipe system,2019-04-18 09:52:57.141082
swiped in,False,112094241736,Chalmers LUKAS,swipe system,2019-04-18 09:54:51.267720
swiped in,False,112083406744,Lavelle FEATHERS,swipe system,2019-04-18 09:55:56.422815
swiped in,False,112071122784,Falon DUELLO,swipe system,2019-04-18 09:55:59.693168
swiped in,False,112094244032,Hailey COZZOLINO,swipe system,2019-04-18 09:57:29.178863
swiped in,False,112094170024,Phoenix SORVARI,swipe system,2019-04-18 10:00:05.127638
swiped in,False,112094785376,Crissy CHEPLICK,swipe system,2019-04-18 10:05:47.179141
swiped in,False,112094384312,Janice STEENSEN,swipe system,2019-04-18 10:05:42.896175
swiped in,True,112072866560,Rylan HORCHER,swipe system,2019-04-18 10:13:56.717458
swiped in,True,112068734592,Williard GAZE,swipe system,2019-04-18 10:18:52.975400
swiped in,False,112094243808,Americo DEARMAN,swipe system,2019-04-18 10:18:54.322951
swiped in,False,112094170472,Osborn STEINBACHER,swipe system,2019-04-18 10:18:46.141269
swiped in,False,112069078768,Sherman MCCELLAND,swipe system,2019-04-18 10:20:26.782464
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-04-18 10:22:23.913793
swiped in,False,112083464376,Parrish JANOWICZ,swipe system,2019-04-18 10:23:05.486719
swiped in,False,112073212200,Odis WOLOWSKI,swipe system,2019-04-18 10:29:38.603613
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-04-18 10:30:39.172328
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-04-18 10:38:55.163807
swiped in,False,112096592560,Samara TAMANG,swipe system,2019-04-18 10:46:17.404612
swiped in,True,112097469160,Leatrice BARGERON,swipe system,2019-04-18 10:47:18.514500
swiped in,False,112096593064,Keon ESTRADO,swipe system,2019-04-18 10:47:10.866451
swiped in,False,112069197664,Burr LEHECKA,swipe system,2019-04-18 10:49:19.526009
swiped in,True,112082433920,Alyvia UHLAR,swipe system,2019-04-18 10:49:52.919602
swiped in,False,112096594296,Elta CABANAYAN,swipe system,2019-04-18 10:52:30.915936
swiped in,False,112094099272,Arietta LESHANE,swipe system,2019-04-18 11:04:27.614010
swiped in,False,112094858600,Leonor KLOMP,swipe system,2019-04-18 11:05:49.895224
swiped in,False,112094384312,Janice STEENSEN,swipe system,2019-04-18 11:05:43.084963
swiped in,True,112098181528,Johnna NHEM,swipe system,2019-04-18 11:21:06.277844
swiped in,False,112096138464,Maxwell TIBBETTS,swipe system,2019-04-18 11:25:14.656817
swiped in,False,112069076752,Dandre CHILDERS,swipe system,2019-04-18 11:33:41.461008
swiped in,False,112096526464,Savanna SHURTER,swipe system,2019-04-18 11:37:11.684393
swiped in,True,112078112360,Jenifer RASTETTER,swipe system,2019-04-18 11:44:29.121452
swiped in,False,112094098040,Lia PANN,swipe system,2019-04-18 11:51:14.915610
swiped in,False,112094579344,Julian BROOMS,swipe system,2019-04-18 11:51:55.609326
swiped in,False,112094169856,Ethelyn OLIVERE,swipe system,2019-04-18 11:53:48.228935
swiped in,True,112096850160,Marco ROGNESS,swipe system,2019-04-18 11:54:27.474153
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-04-18 11:56:13.495713
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-04-18 12:00:35.334651
swiped in,False,112094240840,Franklyn GONZALEZPEREZ,swipe system,2019-04-18 12:10:13.906784
swiped in,False,112071119424,Ardelle WONDERS,swipe system,2019-04-18 12:12:01.436462
swiped in,True,112067725520,Caitlynn JACSON,swipe system,2019-04-18 12:18:25.443597
swiped in,False,112098246328,Shawanda COGMAN,swipe system,2019-04-18 12:18:28.398151
